OrderID,CustomerID,ProductID,Category,Price,Quantity,Delivery_Rating,Review_Text,Discount,Shipping_Cost,Discount_Percentage,Total_Amount,Net_Sales
ORD100755,CUST13287,PROD2585,Sports,170.46,3.0,5.0,Terrible experience.,45.66,40.47,45.66,511.38,318.353892
ORD106618,CUST11607,PROD2181,Home & Kitchen,107.04,1.0,1.0,Not as described.,19.4,131.3,19.4,107.04,217.57424000000003
ORD104050,CUST13406,PROD1356,Home & Kitchen,323.99,3.0,5.0,Five stars!,41.48,138.24,41.48,971.97,707.036844
ORD107495,CUST13253,PROD2025,Toys,197.25,4.0,1.0,Terrible experience.,6.68,78.46,6.68,789.0,814.7548
ORD103836,CUST14426,PROD2629,Books,86.93,4.0,1.0,Quality could be better.,46.77,56.46,46.77,347.72,241.55135600000003
ORD104386,CUST12896,PROD2964,Home & Kitchen,78.78,1.0,,Average product.,37.57,38.31,37.57,78.78,87.492354
ORD108324,CUST11996,PROD1302,Beauty,440.53,1.0,5.0,Fast delivery and great packaging.,47.07,108.89,47.07,440.53,342.062529
ORD102118,CUST11403,PROD1892,Sports,263.41,4.0,,Not as described.,33.83,60.59,33.83,1053.64,757.7835880000001
ORD107472,CUST13761,PROD2594,Beauty,175.27,2.0,3.0,Good value for money.,18.17,138.24,18.17,350.54,425.086882
ORD100729,CUST10523,PROD2223,Grocery,248.91,1.0,,Average product.,46.91,107.23,46.91,248.91,239.376319
ORD100501,CUST13222,PROD1051,Beauty,417.64,1.0,2.0,Terrible experience.,13.78,103.94,13.78,417.64,464.029208
ORD105274,CUST10919,PROD1305,Beauty,402.05,4.0,4.0,Will buy again.,16.61,92.72,16.61,1608.2,1433.79798
ORD107609,CUST12269,PROD2842,Clothing,452.92,2.0,5.0,Exceeded expectations.,35.04,25.95,35.04,905.84,614.3836640000001
ORD109462,CUST11004,PROD2866,Books,222.06,2.0,,Not as described.,38.27,141.15,38.27,444.12,415.305276
ORD101539,,PROD2301,Books,146.3,3.0,,Five stars!,46.47,101.63,46.47,438.9,336.57317
ORD107459,,PROD1225,Grocery,280.96,2.0,5.0,Not as described.,10.24,149.23,10.24,561.92,653.609392
ORD101211,CUST14090,PROD1201,,33.55,4.0,1.0,,39.9,89.86,39.9,134.2,170.51420000000002
ORD110045,CUST14967,PROD1668,Toys,157.61,4.0,5.0,Will buy again.,36.93,112.31,36.93,630.44,509.928508
ORD100672,CUST12814,PROD2051,Beauty,236.8,2.0,3.0,Will buy again.,3.19,27.31,3.19,473.6,485.80216
ORD104915,,PROD1332,Grocery,410.03,4.0,3.0,Fast delivery and great packaging.,19.36,102.13,19.36,1640.12,1424.722768
ORD105268,CUST10729,,Grocery,68.89,4.0,5.0,Will buy again.,14.14,119.4,14.14,275.56,355.995816
ORD103377,CUST12645,PROD2521,Sports,277.91,4.0,,Fast delivery and great packaging.,15.22,121.21,15.22,1111.64,1063.658392
ORD104476,CUST13073,PROD2445,Toys,471.14,3.0,3.0,Average product.,49.15,120.11,49.15,1413.42,838.83407
ORD109684,CUST13884,PROD1414,Sports,469.13,4.0,4.0,Five stars!,32.14,49.42,32.14,1876.52,1322.8264720000002
ORD101464,CUST10284,PROD2073,Toys,193.76,1.0,2.0,Not as described.,35.88,146.8,35.88,193.76,271.038912
ORD104745,,PROD2530,Clothing,277.65,3.0,,Not as described.,48.83,149.37,48.83,832.9499999999999,575.5905149999999
ORD109834,CUST14020,PROD1897,Clothing,166.74,3.0,1.0,,18.86,29.83,18.86,500.22,435.708508
ORD101192,CUST11524,PROD1132,Books,194.94,1.0,2.0,Average product.,40.09,141.74,40.09,194.94,258.528554
ORD103793,CUST12093,PROD2892,Clothing,63.86,1.0,3.0,Fast delivery and great packaging.,21.73,57.63,21.73,63.86,107.613222
ORD101872,CUST14431,PROD2088,Sports,278.14,1.0,,Average product.,43.48,109.61,43.48,278.14,266.814728
ORD103590,CUST14538,PROD1421,Sports,297.62,1.0,,Fast delivery and great packaging.,9.03,63.95,9.03,297.62,334.694914
ORD108181,CUST13264,PROD2819,Home & Kitchen,430.87,1.0,,"Excellent product, highly recommend.",47.38,145.81,47.38,430.87,372.533794
ORD109357,CUST13858,PROD2539,Sports,244.2,3.0,5.0,Quality could be better.,10.94,33.2,10.94,732.5999999999999,685.65356
ORD100505,CUST12156,PROD2900,Grocery,265.71,,,Quality could be better.,16.31,84.71,16.31,,
ORD100243,CUST14433,PROD2418,Toys,236.25,2.0,1.0,Fast delivery and great packaging.,37.81,75.65,37.81,472.5,369.49775
ORD100506,CUST12982,PROD1540,Toys,463.72,2.0,,Fast delivery and great packaging.,19.69,62.38,19.69,927.44,807.2070640000001
ORD109022,CUST10791,PROD2938,Grocery,393.66,4.0,2.0,Fast delivery and great packaging.,30.41,103.92,30.41,1574.64,1199.711976
ORD108151,CUST14543,PROD1520,Clothing,319.52,1.0,4.0,"Excellent product, highly recommend.",22.23,37.04,22.23,319.52,285.530704
ORD106784,CUST14574,PROD1524,,424.74,3.0,,Fast delivery and great packaging.,37.12,113.17,37.12,1274.22,914.399536
ORD109889,CUST12949,PROD2153,Clothing,,3.0,2.0,Exceeded expectations.,11.42,147.48,11.42,,
ORD105689,CUST10972,PROD1977,Books,116.8,4.0,5.0,Fast delivery and great packaging.,2.92,124.59,2.92,467.2,578.14776
ORD107750,CUST11711,PROD1738,Home & Kitchen,485.23,3.0,,Fast delivery and great packaging.,15.0,131.8,15.0,1455.69,1369.1365
ORD101773,CUST14403,PROD2691,Clothing,192.45,2.0,2.0,,23.72,66.75,23.72,384.9,360.35172
ORD105250,CUST11192,PROD1411,,485.55,4.0,4.0,Exceeded expectations.,8.4,62.24,8.4,1942.2,1841.2952
ORD106901,CUST11982,PROD1870,Clothing,392.19,1.0,4.0,Good value for money.,17.74,87.22,17.74,392.19,409.835494
ORD105982,CUST13174,PROD2113,Clothing,181.05,2.0,3.0,Terrible experience.,20.0,25.94,20.0,362.1,315.62
ORD109012,CUST10976,PROD1161,Clothing,463.18,3.0,1.0,"Excellent product, highly recommend.",2.87,142.9,2.87,1389.54,1492.560202
ORD100797,CUST11460,PROD2891,,381.83,1.0,1.0,Will buy again.,29.17,38.69,29.17,381.83,309.140189
ORD103618,CUST10166,PROD1894,Sports,90.51,1.0,5.0,"Excellent product, highly recommend.",44.22,137.39,44.22,90.51,187.876478
ORD102381,CUST12974,PROD1328,Sports,368.65,3.0,2.0,Good value for money.,7.59,30.87,7.59,1105.9499999999998,1052.8783949999995
ORD102829,CUST14551,PROD1961,Grocery,,4.0,,Average product.,29.89,126.94,29.89,,
ORD101008,CUST10954,PROD1395,Books,8.83,1.0,5.0,,33.24,39.76,33.24,8.83,45.654908
ORD109630,CUST11883,PROD2055,Grocery,239.22,4.0,1.0,Quality could be better.,20.97,24.96,20.97,956.88,781.182264
ORD104633,CUST11326,PROD2529,Beauty,477.96,4.0,,Good value for money.,35.05,113.53,35.05,1911.84,1355.27008
ORD100312,CUST12901,PROD1027,Home & Kitchen,384.52,1.0,,Will buy again.,20.54,56.43,20.54,384.52,361.969592
ORD100746,CUST12766,PROD2914,Beauty,140.24,1.0,4.0,,25.23,112.88,25.23,140.24,217.737448
ORD103569,CUST10305,PROD1269,Toys,197.14,2.0,,Fast delivery and great packaging.,0.37,92.16,0.37,394.28,484.9811639999999
ORD100790,CUST13514,PROD1984,Home & Kitchen,264.73,3.0,,Quality could be better.,34.59,34.14,34.59,794.19,553.619679
ORD102476,CUST11449,PROD2128,Beauty,328.99,1.0,5.0,Five stars!,33.07,141.18,33.07,328.99,361.373007
ORD110270,CUST11283,PROD1177,,498.77,4.0,,Five stars!,1.92,78.8,1.92,1995.08,2035.574464
ORD102570,CUST10258,PROD2908,Clothing,26.39,4.0,,Five stars!,18.41,115.48,18.41,105.56,201.606404
ORD108121,CUST11755,PROD2428,Home & Kitchen,354.26,4.0,,Average product.,48.95,85.13,48.95,1417.04,808.5289199999999
ORD106360,CUST12571,PROD1649,Grocery,417.68,4.0,,Average product.,21.04,98.57,21.04,1670.72,1417.770512
ORD104355,CUST13966,PROD1358,Books,331.55,1.0,5.0,Average product.,25.1,59.36,25.1,331.55,307.69095
ORD102163,CUST13804,PROD1786,Clothing,379.98,3.0,2.0,Exceeded expectations.,45.5,46.05,45.5,1139.94,667.3172999999999
ORD108001,CUST11318,PROD2673,Grocery,34.27,,5.0,Not as described.,35.86,90.53,35.86,,
ORD108781,,,Home & Kitchen,,1.0,,Not as described.,29.1,77.23,29.1,,
ORD100380,CUST12849,PROD2315,Beauty,,2.0,,Quality could be better.,39.89,70.71,39.89,,
ORD107401,CUST11781,PROD2796,,158.63,2.0,,Not as described.,43.22,107.43,43.22,317.26,287.57022800000004
ORD101292,CUST13511,PROD1665,Books,388.49,2.0,,Quality could be better.,22.84,109.77,22.84,776.98,709.287768
ORD101912,CUST11243,PROD1618,Electronics,286.52,,,"Excellent product, highly recommend.",23.76,25.97,23.76,,
ORD106965,CUST10804,PROD2506,Books,193.48,4.0,2.0,Fast delivery and great packaging.,19.3,64.04,19.3,773.92,688.5934399999999
ORD100599,CUST10539,,Electronics,167.51,3.0,,Fast delivery and great packaging.,48.34,73.53,48.34,502.53,333.13699799999995
ORD103892,CUST13074,PROD2598,Clothing,217.39,1.0,,Good value for money.,34.86,32.6,34.86,217.39,174.207846
ORD104141,CUST14334,PROD2690,Clothing,314.8,4.0,,Five stars!,4.16,50.67,4.16,1259.2,1257.48728
ORD101652,CUST10403,PROD2490,Grocery,29.02,1.0,1.0,Five stars!,43.15,26.71,43.15,29.02,43.20787
ORD106379,CUST12883,PROD2252,Sports,167.4,4.0,2.0,Terrible experience.,24.03,149.51,24.03,669.6,658.20512
ORD101893,CUST12636,PROD1015,Electronics,199.03,3.0,4.0,Will buy again.,3.44,115.75,3.44,597.09,692.300104
ORD101944,CUST10649,PROD2744,Electronics,402.26,3.0,2.0,Will buy again.,27.49,31.37,27.49,1206.78,906.406178
ORD103395,CUST13752,PROD1746,Grocery,253.44,3.0,2.0,Quality could be better.,20.86,22.63,20.86,760.3199999999999,624.3472479999999
ORD106686,CUST12770,PROD2661,Sports,392.55,2.0,3.0,Average product.,43.89,113.51,43.89,785.1,554.02961
ORD104362,CUST12500,,Beauty,337.31,4.0,4.0,Terrible experience.,10.2,77.09,10.2,1349.24,1288.70752
ORD102294,CUST13678,PROD2329,Grocery,74.71,1.0,5.0,Five stars!,41.32,122.28,41.32,74.71,166.11982799999998
ORD100375,CUST11012,PROD1043,,108.67,1.0,5.0,Quality could be better.,27.88,140.05,27.88,108.67,218.422804
ORD101966,CUST14448,PROD1859,Grocery,426.2,4.0,,Exceeded expectations.,2.73,97.91,2.73,1704.8,1756.16896
ORD103957,CUST10720,PROD1770,Sports,180.19,4.0,3.0,Exceeded expectations.,48.59,44.32,48.59,720.76,414.862716
ORD109668,CUST11189,PROD2357,Electronics,204.44,3.0,3.0,Terrible experience.,25.63,121.69,25.63,613.3199999999999,577.816084
ORD104423,CUST11666,PROD1412,Books,110.66,1.0,,Average product.,14.54,144.26,14.54,110.66,238.830036
ORD101243,CUST14232,PROD1216,Grocery,19.35,2.0,,Good value for money.,23.47,95.43,23.47,38.7,125.04711
ORD108893,CUST11362,PROD1443,Toys,69.86,2.0,4.0,Fast delivery and great packaging.,42.89,108.66,42.89,139.72,188.454092
ORD105489,CUST11191,PROD1111,Home & Kitchen,368.39,1.0,1.0,Exceeded expectations.,15.25,63.87,15.25,368.39,376.080525
ORD106300,CUST13481,PROD2191,Books,,3.0,2.0,Will buy again.,9.63,69.6,9.63,,
ORD106463,CUST13926,PROD1726,Home & Kitchen,302.9,4.0,,Terrible experience.,6.45,115.51,6.45,1211.6,1248.9617999999998
ORD101471,CUST10906,PROD2462,Sports,29.38,2.0,3.0,"Excellent product, highly recommend.",14.89,140.61,14.89,58.76,190.620636
ORD103346,CUST12409,PROD2925,Home & Kitchen,111.83,3.0,,Good value for money.,39.0,101.77,39.0,335.49,306.4189
ORD104522,CUST13924,PROD1514,Books,475.23,,,Fast delivery and great packaging.,23.58,122.68,23.58,,
ORD107603,,PROD1547,Clothing,476.18,2.0,3.0,Fast delivery and great packaging.,11.37,42.31,11.37,952.36,886.3866680000001
ORD102853,CUST10935,PROD1530,Home & Kitchen,454.99,1.0,,Will buy again.,8.31,47.55,8.31,454.99,464.730331
ORD104506,CUST11504,PROD1591,Electronics,190.85,2.0,4.0,"Excellent product, highly recommend.",16.64,89.16,16.64,381.7,407.34512
ORD110436,CUST14825,PROD1167,Home & Kitchen,352.78,3.0,3.0,Average product.,47.0,42.95,47.0,1058.34,603.8702000000001
ORD109902,CUST13947,PROD1977,Sports,207.31,2.0,5.0,Terrible experience.,17.15,102.55,17.15,414.62,446.06267
ORD104342,CUST14134,PROD1986,Toys,371.84,3.0,1.0,Five stars!,49.41,57.91,49.41,1115.52,622.251568
ORD107785,CUST10968,PROD2551,Clothing,446.0,2.0,5.0,Exceeded expectations.,24.26,122.9,24.26,892.0,798.5007999999999
ORD104062,CUST13804,PROD2891,Electronics,38.5,4.0,1.0,Fast delivery and great packaging.,8.96,125.05,8.96,154.0,265.2516
ORD106329,CUST12971,PROD2416,Books,488.25,3.0,1.0,Fast delivery and great packaging.,44.56,80.29,44.56,1464.75,892.3474
ORD107948,CUST11127,PROD1631,Sports,197.92,4.0,5.0,Five stars!,23.02,43.51,23.02,791.68,652.945264
ORD104306,,PROD1617,Grocery,385.52,1.0,1.0,Average product.,35.48,104.08,35.48,385.52,352.817504
ORD108079,CUST14260,PROD1690,Clothing,343.25,4.0,2.0,Will buy again.,49.19,149.06,49.19,1373.0,846.6813
ORD106526,CUST10982,PROD1893,,398.0,1.0,5.0,Terrible experience.,2.51,100.94,2.51,398.0,488.9502
ORD108497,CUST10329,PROD1410,Sports,125.21,4.0,1.0,Not as described.,4.83,24.65,4.83,500.84,501.299428
ORD106443,CUST10990,PROD2967,Books,182.15,4.0,,Not as described.,36.02,22.25,36.02,728.6,488.40828
ORD103990,CUST10238,PROD2374,Sports,,1.0,3.0,Not as described.,14.09,61.65,14.09,,
ORD101049,CUST12065,PROD1598,Books,381.61,3.0,2.0,Good value for money.,9.22,45.45,9.22,1144.83,1084.726674
ORD107505,CUST13180,,Books,80.52,3.0,5.0,Fast delivery and great packaging.,1.97,125.7,1.97,241.56,362.501268
ORD108819,,PROD2936,,128.01,2.0,3.0,Average product.,1.09,129.82,1.09,256.02,383.049382
ORD108835,CUST12632,PROD1231,Sports,414.11,4.0,,Exceeded expectations.,38.72,53.62,38.72,1656.44,1068.686432
ORD102035,CUST11601,PROD1590,Books,440.26,4.0,2.0,Five stars!,6.72,62.33,6.72,1761.04,1705.028112
ORD104039,CUST12482,PROD2488,Electronics,427.58,1.0,,Terrible experience.,23.39,50.71,23.39,427.58,378.279038
ORD106389,CUST12446,PROD1328,Grocery,18.51,4.0,2.0,Exceeded expectations.,30.29,138.09,30.29,74.04,189.703284
ORD101090,CUST12198,PROD2676,Clothing,133.25,2.0,,Fast delivery and great packaging.,21.42,85.34,21.42,266.5,294.7557
ORD110301,CUST11727,PROD2434,,355.24,1.0,,Fast delivery and great packaging.,1.36,105.3,1.36,355.24,455.708736
ORD101972,CUST11804,PROD2380,Home & Kitchen,296.12,4.0,,Terrible experience.,39.18,74.01,39.18,1184.48,794.410736
ORD105817,CUST10215,PROD1277,Clothing,234.81,3.0,,"Excellent product, highly recommend.",0.53,102.03,0.53,704.4300000000001,802.726521
ORD102099,CUST12710,PROD1785,Grocery,268.33,2.0,,Exceeded expectations.,38.09,70.16,38.09,536.66,402.4062059999999
ORD101499,CUST14116,PROD1567,Grocery,449.43,3.0,4.0,Will buy again.,44.67,64.16,44.67,1348.29,810.1688569999999
ORD105205,CUST10599,PROD2415,Sports,136.17,1.0,1.0,Will buy again.,21.64,102.48,21.64,136.17,209.182812
ORD108988,CUST14151,PROD1838,,363.77,3.0,5.0,Quality could be better.,26.78,96.84,26.78,1091.31,895.897182
ORD100652,CUST14583,PROD2470,Grocery,95.86,2.0,,Terrible experience.,23.85,58.16,23.85,191.72,204.15478
ORD100170,CUST11707,PROD2793,Home & Kitchen,386.39,2.0,3.0,Average product.,19.46,39.42,19.46,772.78,661.8170119999999
ORD104085,CUST12854,PROD2967,Sports,103.3,2.0,,Average product.,44.37,67.91,44.37,206.6,182.84158
ORD100242,CUST14973,PROD1148,Sports,,4.0,1.0,Fast delivery and great packaging.,44.7,73.98,44.7,,
ORD106956,CUST10313,PROD2513,Sports,406.51,1.0,2.0,Good value for money.,16.79,101.73,16.79,406.51,439.986971
ORD104371,CUST13318,PROD1793,Beauty,154.29,4.0,,Fast delivery and great packaging.,30.75,138.89,30.75,617.16,566.2733
ORD101644,CUST14540,PROD2746,Home & Kitchen,135.44,4.0,5.0,Quality could be better.,46.35,24.7,46.35,541.76,315.35423999999995
ORD102756,CUST11573,PROD2643,Books,,4.0,1.0,"Excellent product, highly recommend.",48.1,51.68,48.1,,
ORD108287,CUST10556,PROD1732,Beauty,28.51,4.0,5.0,Average product.,25.45,45.18,25.45,114.04,130.19682
ORD106883,CUST10207,PROD1938,Toys,62.2,2.0,4.0,Good value for money.,22.64,85.3,22.64,124.4,181.53584
ORD105231,CUST14443,PROD1686,Grocery,21.2,2.0,3.0,Will buy again.,13.93,75.86,13.93,42.4,112.35368
ORD102076,CUST12946,PROD2157,Grocery,274.71,3.0,4.0,Good value for money.,47.94,114.77,47.94,824.1299999999999,543.812078
ORD104103,CUST13471,PROD1831,Home & Kitchen,274.9,4.0,,Not as described.,7.14,51.51,7.14,1099.6,1072.59856
ORD105744,CUST11391,PROD1283,Grocery,206.45,4.0,,Will buy again.,28.99,97.28,28.99,825.8,683.68058
ORD107606,CUST12972,PROD1843,Sports,134.56,4.0,1.0,Good value for money.,14.13,134.9,14.13,538.24,597.086688
ORD104801,CUST13164,,Toys,354.71,,2.0,Average product.,13.95,138.39,13.95,,
ORD105909,CUST12757,PROD1433,Home & Kitchen,174.56,4.0,3.0,Average product.,20.25,144.64,20.25,698.24,701.4864
ORD110280,CUST14463,PROD2223,,263.48,1.0,3.0,Fast delivery and great packaging.,49.94,120.52,49.94,263.48,252.418088
ORD106220,CUST10751,PROD2422,Grocery,466.81,4.0,4.0,Exceeded expectations.,2.75,137.78,2.75,1867.24,1953.6709
ORD109655,,PROD2674,Toys,219.81,4.0,2.0,Not as described.,28.93,50.49,28.93,879.24,675.3658680000001
ORD108067,CUST14088,PROD2945,Clothing,,3.0,5.0,Good value for money.,4.13,45.69,4.13,,
ORD110322,CUST12967,PROD2677,Toys,,2.0,3.0,Will buy again.,7.73,20.84,7.73,,
ORD105773,CUST12549,PROD1876,Sports,193.43,2.0,,Five stars!,21.98,111.89,21.98,386.86,413.718172
ORD108522,CUST10018,PROD1462,Beauty,445.42,1.0,5.0,Exceeded expectations.,25.52,141.87,25.52,445.42,473.618816
ORD105461,CUST10494,PROD2934,Home & Kitchen,50.16,2.0,4.0,Exceeded expectations.,12.94,44.3,12.94,100.32,131.638592
ORD109166,CUST11986,PROD1601,Grocery,453.25,2.0,5.0,Not as described.,15.82,102.8,15.82,906.5,865.8916999999999
ORD104661,CUST13932,,Clothing,,1.0,3.0,Good value for money.,4.35,117.04,4.35,,
ORD104078,,PROD1042,Grocery,217.77,4.0,2.0,Fast delivery and great packaging.,15.16,140.59,15.16,871.08,879.6142720000001
ORD109305,CUST11773,PROD2018,Clothing,116.37,1.0,,Fast delivery and great packaging.,48.33,104.09,48.33,116.37,164.218379
ORD100640,CUST11668,PROD2036,Clothing,264.23,3.0,2.0,Average product.,47.24,146.14,47.24,792.69,564.363244
ORD101270,CUST10492,PROD2047,Toys,,2.0,3.0,Will buy again.,16.74,64.81,16.74,,
ORD102778,CUST11936,PROD2884,Books,360.59,,4.0,Quality could be better.,28.54,65.49,28.54,,
ORD106421,CUST13140,PROD2882,Home & Kitchen,129.97,2.0,4.0,,45.48,90.59,45.48,259.94,232.309288
ORD104932,CUST14926,PROD1104,Sports,224.73,3.0,3.0,Not as described.,0.31,69.86,0.31,674.1899999999999,741.960011
ORD101985,CUST10341,PROD2312,Beauty,454.28,2.0,4.0,Not as described.,40.53,20.19,40.53,908.56,560.510632
ORD103861,CUST10294,PROD2633,Grocery,150.49,4.0,,Five stars!,47.42,115.13,47.42,601.96,431.640568
ORD103480,CUST13008,PROD2477,Grocery,105.89,3.0,,Quality could be better.,4.57,117.72,4.57,317.67,420.872481
ORD101534,CUST13344,PROD1095,Clothing,467.85,1.0,,"Excellent product, highly recommend.",8.07,117.11,8.07,467.85,547.204505
ORD100325,CUST12455,,Sports,63.95,3.0,3.0,Quality could be better.,48.04,64.85,48.04,191.85,164.53526000000002
ORD102338,CUST12634,PROD2029,Grocery,46.37,4.0,1.0,Will buy again.,26.88,87.9,26.88,185.48,223.522976
ORD103980,,PROD1941,Sports,27.18,1.0,1.0,"Excellent product, highly recommend.",0.71,66.8,0.71,27.18,93.787022
ORD108284,CUST14435,PROD1931,Clothing,390.72,1.0,,Terrible experience.,12.88,22.08,12.88,390.72,362.475264
ORD110086,CUST11908,PROD2933,Beauty,157.58,3.0,,Terrible experience.,22.5,93.12,22.5,472.74,459.4935
ORD104054,CUST14780,,,200.15,1.0,2.0,Fast delivery and great packaging.,34.65,36.09,34.65,200.15,166.888025
ORD102237,CUST14214,PROD2922,Beauty,193.38,1.0,,Exceeded expectations.,36.66,30.41,36.66,193.38,152.896892
ORD105229,CUST13618,PROD1689,Clothing,422.17,3.0,5.0,Fast delivery and great packaging.,49.77,118.21,49.77,1266.51,754.377973
ORD110304,CUST12260,,,481.37,1.0,,Fast delivery and great packaging.,14.38,21.24,14.38,481.37,433.388994
ORD104571,CUST12656,PROD2909,Home & Kitchen,403.84,4.0,2.0,Average product.,26.91,144.67,26.91,1615.36,1325.336624
ORD107770,CUST12780,PROD2588,Toys,83.63,2.0,1.0,Average product.,26.67,86.98,26.67,167.26,209.631758
ORD109791,CUST13765,PROD2403,Grocery,,2.0,5.0,Average product.,20.28,147.79,20.28,,
ORD100864,CUST11604,PROD1600,Toys,222.71,3.0,1.0,Not as described.,8.46,27.54,8.46,668.13,639.1462019999999
ORD106930,CUST11996,PROD1209,Beauty,462.92,3.0,2.0,Not as described.,48.87,95.86,48.87,1388.76,805.932988
ORD104942,CUST14566,PROD2183,Beauty,142.26,3.0,4.0,Exceeded expectations.,42.67,65.41,42.67,426.78,310.0829739999999
ORD106723,CUST12486,PROD2622,Home & Kitchen,317.63,3.0,4.0,Average product.,24.92,129.65,24.92,952.89,845.079812
ORD108176,CUST12098,PROD1049,Clothing,395.56,2.0,1.0,Not as described.,30.16,66.96,30.16,791.12,619.478208
ORD100371,CUST10116,PROD1914,Books,415.02,3.0,4.0,"Excellent product, highly recommend.",11.36,53.86,11.36,1245.06,1157.481184
ORD107653,CUST14782,PROD1241,Electronics,64.58,3.0,4.0,Fast delivery and great packaging.,27.19,131.48,27.19,193.74,272.542094
ORD106774,CUST13932,PROD1968,Sports,483.49,3.0,3.0,Average product.,34.75,68.7,34.75,1450.47,1015.131675
ORD110300,CUST14952,PROD1996,Sports,287.03,4.0,2.0,Terrible experience.,25.76,22.19,25.76,1148.12,874.554288
ORD105762,CUST11724,PROD1115,Books,347.13,3.0,3.0,Quality could be better.,49.51,70.74,49.51,1041.39,596.5378109999999
ORD109688,CUST11926,PROD2737,Electronics,323.43,1.0,3.0,"Excellent product, highly recommend.",30.57,105.09,30.57,323.43,329.64744900000005
ORD110225,CUST11894,PROD2239,Toys,115.46,4.0,2.0,Not as described.,18.55,53.07,18.55,461.84,429.23868
ORD107807,CUST12892,PROD1884,Beauty,448.55,1.0,,Average product.,38.61,76.16,38.61,448.55,351.524845
ORD102364,CUST13586,PROD2083,,30.56,4.0,1.0,Quality could be better.,8.52,27.37,8.52,122.24,139.195152
ORD103213,CUST11629,PROD2783,Home & Kitchen,179.5,1.0,3.0,"Excellent product, highly recommend.",19.23,96.45,19.23,179.5,241.43215
ORD100911,CUST13110,PROD2296,Toys,405.59,4.0,5.0,Not as described.,17.35,118.32,17.35,1622.36,1459.2005399999998
ORD109965,CUST14027,PROD2235,,474.04,2.0,,Exceeded expectations.,21.59,73.73,21.59,948.08,817.1195280000001
ORD109607,CUST11234,PROD2671,Clothing,269.33,4.0,1.0,"Excellent product, highly recommend.",39.09,74.63,39.09,1077.32,730.825612
ORD103789,CUST10082,PROD1190,Grocery,143.97,3.0,,Terrible experience.,24.21,31.48,24.21,431.91,358.824589
ORD107946,CUST10161,PROD2927,Beauty,348.09,1.0,2.0,Quality could be better.,39.7,46.25,39.7,348.09,256.14827
ORD109280,CUST13825,PROD2289,Grocery,387.28,1.0,,"Excellent product, highly recommend.",28.82,40.11,28.82,387.28,315.775904
ORD107954,CUST10966,PROD2607,,388.56,2.0,4.0,Average product.,17.1,82.62,17.1,777.12,726.85248
ORD109160,CUST11860,PROD2693,Toys,373.22,4.0,3.0,Not as described.,40.5,88.8,40.5,1492.88,977.0636
ORD105060,CUST12964,PROD1890,Beauty,485.57,4.0,3.0,Not as described.,11.91,143.36,11.91,1942.28,1854.314452
ORD101423,CUST12403,PROD1984,Toys,11.15,,3.0,Terrible experience.,11.22,29.52,11.22,,
ORD103160,CUST10182,PROD1083,Clothing,288.51,2.0,5.0,Good value for money.,25.23,97.98,25.23,577.02,529.417854
ORD100479,CUST14968,PROD2236,Home & Kitchen,390.92,,5.0,Fast delivery and great packaging.,13.04,88.44,13.04,,
ORD100662,CUST13962,PROD2069,Books,381.6,2.0,,Quality could be better.,0.45,87.11,0.45,763.2,846.8756000000001
ORD105456,CUST12038,PROD1360,Beauty,103.83,1.0,1.0,Not as described.,32.41,133.51,32.41,103.83,203.688697
ORD109896,CUST12195,PROD2518,Grocery,334.07,1.0,5.0,Exceeded expectations.,25.55,46.72,25.55,334.07,295.435115
ORD108959,CUST14300,PROD2470,Books,281.34,3.0,1.0,Quality could be better.,22.28,25.3,22.28,844.02,681.272344
ORD102988,CUST14857,PROD2871,Clothing,117.51,4.0,,Average product.,48.35,107.4,48.35,470.04,350.17566
ORD101119,CUST12768,PROD1622,Toys,105.56,3.0,1.0,"Excellent product, highly recommend.",28.56,64.87,28.56,316.68,291.106192
ORD102776,CUST13736,PROD2360,Books,315.67,,3.0,Not as described.,43.17,22.29,43.17,,
ORD104535,CUST14322,PROD2550,Toys,,4.0,,Fast delivery and great packaging.,6.97,52.68,6.97,,
ORD106779,CUST12180,PROD2668,Grocery,191.5,1.0,3.0,Good value for money.,28.46,60.21,28.46,191.5,197.2091
ORD106096,CUST14185,PROD1031,Clothing,215.78,2.0,1.0,Five stars!,43.4,100.19,43.4,431.56,344.45296
ORD108091,CUST12916,PROD1735,Home & Kitchen,213.17,2.0,4.0,Not as described.,29.16,42.44,29.16,426.34,344.459256
ORD106289,CUST14957,PROD1765,Toys,96.42,4.0,3.0,Fast delivery and great packaging.,35.9,73.7,35.9,385.68,320.92088
ORD105269,CUST11283,PROD1381,Grocery,120.46,3.0,,Quality could be better.,18.6,82.72,18.6,361.38,376.88332
ORD104427,CUST12294,PROD2738,Toys,499.48,3.0,3.0,Not as described.,4.62,79.7,4.62,1498.44,1508.912072
ORD108603,CUST13808,PROD2046,Grocery,375.05,2.0,5.0,Fast delivery and great packaging.,22.9,146.61,22.9,750.1,724.9371
ORD105247,CUST13590,PROD1984,Toys,30.23,4.0,1.0,Good value for money.,19.72,25.92,19.72,120.92,122.994576
ORD105826,CUST12153,PROD2059,Beauty,17.02,2.0,2.0,Average product.,43.35,143.63,43.35,34.04,162.91366
ORD103981,CUST12242,,,,3.0,,Five stars!,12.2,95.65,12.2,,
ORD107720,CUST13438,PROD1796,Sports,351.59,4.0,,,48.34,123.44,48.34,1406.36,849.9655759999998
